timestamp,location,vehicle_count,avg_speed,day_of_week,rainfall,clouds,temperature,congestion_label
2023-01-07 02:00:00,Market Square,57,42.0,Saturday,0.0,33,13.6,Low
2023-01-14 11:00:00,Market Square,609,38.1,Saturday,0.0,47,23.1,Medium
2023-02-28 14:00:00,School Zone,262,23.7,Tuesday,0.0,46,27.9,Medium
2023-01-11 20:30:00,School Zone,430,18.2,Wednesday,0.0,12,22.6,High
2023-02-19 17:30:00,Old Town,486,25.9,Sunday,0.0,30,29.1,Medium
2023-01-05 17:30:00,IT Park,1018,43.5,Thursday,0.0,39,26.3,Medium
2023-01-05 15:30:00,Railway Station,1081,51.9,Thursday,0.0,14,27.7,Medium
2023-03-08 08:30:00,Hospital Road,873,26.5,Wednesday,0.0,42,30.2,Medium
2023-01-21 07:30:00,Old Town,214,31.5,Saturday,0.0,14,21.6,Medium
2023-01-10 15:30:00,Hospital Road,490,38.5,Tuesday,0.0,18,23.1,Medium
2023-01-17 02:30:00,Airport Road,119,65.1,Tuesday,0.0,46,13.7,Low
2023-02-01 23:30:00,Bus Stand,165,41.2,Wednesday,0.0,26,23.1,Low
2023-02-03 02:00:00,Bus Stand,90,45.5,Friday,0.0,39,19.1,Low
2023-01-27 10:30:00,School Zone,509,16.1,Friday,0.0,29,25.2,High
2023-01-22 11:00:00,Tech Hub,734,51.5,Sunday,0.0,19,22.7,Medium
2023-01-07 17:00:00,Tech Hub,1053,54.7,Saturday,0.0,27,23.0,Medium
2023-03-06 07:30:00,Airport Road,1283,50.4,Monday,4.58,53,25.2,Medium
2023-02-15 09:00:00,Tech Hub,1175,49.5,Wednesday,0.0,34,25.5,Medium
2023-02-19 05:30:00,Railway Station,184,54.2,Sunday,0.0,13,20.3,Low
2023-02-24 13:00:00,School Zone,355,21.4,Friday,0.0,31,28.8,Medium
2023-02-16 04:30:00,Old Town,54,27.5,Thursday,0.0,34,17.7,Low
2023-02-24 21:00:00,Bus Stand,473,39.5,Friday,0.76,57,24.4,Medium
2023-01-18 22:00:00,School Zone,120,25.0,Wednesday,0.0,38,20.4,Low
2023-01-29 00:30:00,Market Square,85,37.2,Sunday,0.0,32,16.2,Low
2023-02-18 16:30:00,Tech Hub,864,54.6,Saturday,0.0,23,28.2,Medium
2023-01-03 19:00:00,Tech Hub,1317,42.7,Tuesday,0.0,14,22.2,Medium
2023-01-26 20:00:00,City Center,1476,38.3,Thursday,0.0,49,22.1,Medium
2023-01-06 11:30:00,City Center,991,48.0,Friday,0.0,15,25.2,Medium
2023-02-27 22:00:00,Bus Stand,296,47.2,Monday,0.0,18,22.9,Medium
2023-01-13 05:30:00,School Zone,65,20.1,Friday,0.0,32,21.1,Low
2023-03-12 03:30:00,IT Park,65,50.4,Sunday,0.0,23,22.5,Low
2023-01-22 10:30:00,Old Town,348,26.2,Sunday,0.0,49,23.0,Medium
2023-02-17 07:00:00,Tech Hub,552,62.1,Friday,0.0,27,22.9,Medium
2023-01-27 18:00:00,Tech Hub,1600,34.3,Friday,0.0,25,25.0,Medium
2023-01-31 18:00:00,Railway Station,1635,35.1,Tuesday,0.0,10,22.6,Medium
2023-03-10 08:00:00,School Zone,600,13.6,Friday,0.0,26,31.3,High
2023-02-21 20:30:00,Railway Station,1276,45.0,Tuesday,0.0,26,24.4,Medium
2023-03-12 19:30:00,Market Square,786,33.0,Sunday,0.0,24,30.5,Medium
2023-03-09 22:00:00,Railway Station,393,54.6,Thursday,0.0,16,26.9,Medium
2023-02-23 17:00:00,City Center,1493,36.4,Thursday,0.0,20,26.8,Medium
2023-01-02 07:30:00,Tech Hub,1010,50.2,Monday,0.0,45,19.9,Medium
2023-01-01 03:00:00,Airport Road,87,73.5,Sunday,0.0,14,12.9,Low
2023-03-10 01:00:00,Bus Stand,62,44.8,Friday,0.0,34,22.9,Low
2023-01-19 16:00:00,City Center,1023,41.2,Thursday,0.0,22,25.4,Medium
2023-01-24 06:30:00,Tech Hub,529,61.3,Tuesday,0.0,14,20.9,Medium
2023-03-11 14:00:00,Airport Road,1341,52.6,Saturday,0.0,46,33.9,Medium
2023-01-18 17:30:00,Tech Hub,1219,53.1,Wednesday,0.0,35,24.2,Medium
2023-01-31 05:30:00,Railway Station,182,49.8,Tuesday,0.0,16,18.9,Low
2023-02-23 10:30:00,Railway Station,1448,45.1,Thursday,0.0,46,29.0,Medium
2023-02-13 15:00:00,Hospital Road,553,32.8,Monday,0.0,39,30.3,Medium
2023-02-23 04:00:00,School Zone,37,24.2,Thursday,0.0,28,18.7,Low
2023-02-23 17:30:00,School Zone,335,20.7,Thursday,0.0,19,27.2,Medium
2023-01-28 10:30:00,Market Square,590,36.9,Saturday,0.0,11,23.6,Medium
2023-03-11 04:30:00,Market Square,80,41.8,Saturday,0.0,16,22.8,Low
2023-01-04 14:30:00,Airport Road,1172,65.8,Wednesday,0.0,21,25.5,Medium
2023-01-28 07:00:00,Market Square,507,38.4,Saturday,0.0,18,20.7,Medium
2023-03-04 16:00:00,Old Town,349,29.6,Saturday,0.0,28,31.4,Medium
2023-01-26 02:00:00,School Zone,29,26.2,Thursday,0.0,31,15.5,Low
2023-03-03 15:00:00,City Center,698,46.7,Friday,0.0,25,33.3,Medium
2023-01-29 16:30:00,City Center,1152,33.2,Sunday,0.0,18,25.0,Medium
2023-02-16 15:30:00,School Zone,272,22.6,Thursday,0.0,35,27.6,Medium
2023-03-12 23:30:00,Airport Road,193,73.5,Sunday,0.0,44,28.4,Low
2023-01-01 20:30:00,Bus Stand,794,40.7,Sunday,0.0,23,20.7,Medium
2023-01-10 15:30:00,Tech Hub,719,66.5,Tuesday,0.0,43,25.8,Medium
2023-01-29 18:30:00,Tech Hub,1126,47.1,Sunday,0.0,32,20.8,Medium
2023-02-13 05:30:00,Old Town,108,31.1,Monday,0.0,31,22.0,Low
2023-02-07 10:00:00,Airport Road,1767,46.3,Tuesday,0.0,26,23.9,Medium
2023-01-19 23:00:00,Airport Road,323,68.3,Thursday,0.0,47,19.0,Medium
2023-02-26 20:30:00,IT Park,798,52.5,Sunday,0.0,17,22.9,Medium
2023-03-07 03:00:00,Bus Stand,72,33.9,Tuesday,0.0,34,22.9,Low
2023-02-16 13:30:00,Railway Station,899,56.4,Thursday,0.0,32,28.3,Medium
2023-01-11 15:30:00,Bus Stand,617,38.2,Wednesday,0.0,31,23.0,Medium
2023-02-08 07:30:00,Old Town,360,28.1,Wednesday,0.0,38,24.7,Medium
2023-03-10 11:30:00,Old Town,469,21.5,Friday,0.0,17,31.8,Medium
2023-01-24 00:30:00,Hospital Road,69,41.7,Tuesday,0.0,19,14.2,Low
2023-02-18 20:30:00,Airport Road,1195,62.5,Saturday,0.0,47,24.8,Medium
2023-03-05 12:30:00,Bus Stand,747,38.4,Sunday,0.0,26,33.3,Medium
2023-03-05 17:30:00,Railway Station,753,52.3,Sunday,0.0,31,31.2,Medium
2023-03-08 11:30:00,IT Park,775,55.1,Wednesday,0.0,33,35.6,Medium
2023-01-07 00:30:00,Market Square,75,36.5,Saturday,0.0,42,14.5,Low
2023-02-17 20:00:00,Railway Station,1392,44.0,Friday,0.0,46,24.9,Medium
2023-02-27 18:00:00,City Center,1924,28.2,Monday,0.0,37,26.7,Medium
2023-01-26 16:30:00,IT Park,752,43.6,Thursday,0.0,21,25.9,Medium
2023-01-27 22:00:00,Hospital Road,185,39.2,Friday,0.0,15,19.4,Low
2023-02-17 21:00:00,Hospital Road,292,38.5,Friday,0.0,37,24.6,Medium
2023-03-13 10:30:00,Old Town,773,15.6,Monday,0.0,29,34.2,High
2023-02-02 23:30:00,Bus Stand,199,44.2,Thursday,0.0,38,22.2,Low
2023-01-07 00:00:00,IT Park,98,57.8,Saturday,0.0,23,15.2,Low
2023-01-10 07:00:00,Market Square,468,36.7,Tuesday,0.0,11,22.4,Medium
2023-01-31 21:30:00,Bus Stand,458,41.1,Tuesday,0.0,28,19.2,Medium
2023-02-09 03:30:00,Railway Station,90,63.0,Thursday,0.0,17,19.8,Low
2023-01-20 20:00:00,School Zone,459,20.1,Friday,0.0,47,21.3,Medium
2023-03-01 08:30:00,Tech Hub,1413,38.4,Wednesday,0.0,25,30.8,Medium
2023-01-11 02:00:00,Tech Hub,87,61.1,Wednesday,0.0,36,16.1,Low
2023-01-11 06:30:00,IT Park,638,50.2,Wednesday,0.0,10,20.0,Medium
2023-02-17 15:30:00,Airport Road,924,63.7,Friday,0.0,46,28.8,Medium
2023-01-04 07:00:00,Airport Road,1226,64.0,Wednesday,0.0,13,20.8,Medium
2023-02-18 17:30:00,Airport Road,1335,56.8,Saturday,0.0,20,27.4,Medium
2023-02-21 19:00:00,Market Square,742,34.3,Tuesday,0.0,47,27.6,Medium
2023-01-09 20:30:00,IT Park,1258,33.0,Monday,0.0,10,24.0,Medium
2023-03-02 09:00:00,Old Town,766,15.6,Thursday,1.05,84,31.3,High
2023-01-30 20:30:00,Hospital Road,813,29.5,Monday,0.0,35,21.3,Medium
2023-02-23 17:00:00,School Zone,351,22.3,Thursday,0.0,19,26.5,Medium
2023-01-16 02:30:00,IT Park,65,55.7,Monday,0.0,27,16.1,Low
2023-02-15 14:00:00,School Zone,341,23.4,Wednesday,0.0,10,29.8,Medium
2023-02-01 20:30:00,School Zone,521,16.6,Wednesday,0.0,17,22.2,High
2023-03-10 10:00:00,Bus Stand,1304,22.1,Friday,0.0,17,34.0,Medium
2023-02-14 13:30:00,Airport Road,1187,67.0,Tuesday,0.0,22,28.4,Medium
2023-01-25 22:00:00,Bus Stand,271,47.2,Wednesday,0.0,18,19.2,Low
2023-02-06 21:30:00,Airport Road,694,67.8,Monday,0.0,49,23.1,Medium
2023-02-11 15:30:00,Railway Station,1117,50.4,Saturday,0.0,19,29.2,Medium
2023-03-04 21:30:00,School Zone,144,24.5,Saturday,0.0,32,29.5,Low
2023-02-03 03:00:00,City Center,81,46.0,Friday,0.0,47,18.4,Low
2023-02-27 01:00:00,School Zone,38,26.2,Monday,0.0,33,17.3,Low
2023-01-17 16:30:00,Old Town,542,20.2,Tuesday,0.0,29,24.6,Medium
2023-01-20 18:30:00,Old Town,800,15.8,Friday,0.0,22,23.0,High
2023-01-12 18:30:00,Hospital Road,934,21.1,Thursday,0.0,42,22.8,Medium
2023-03-07 04:30:00,Bus Stand,78,47.2,Tuesday,0.0,31,23.0,Low
2023-03-05 14:30:00,Hospital Road,651,31.3,Sunday,0.0,11,33.2,Medium
2023-01-07 22:00:00,Old Town,156,26.2,Saturday,0.0,11,19.7,Low
2023-01-18 13:00:00,School Zone,445,17.7,Wednesday,0.0,24,25.3,High
2023-02-22 19:30:00,Railway Station,1592,35.5,Wednesday,0.0,30,23.5,Medium
2023-02-27 08:00:00,Market Square,780,34.3,Monday,0.0,34,23.3,Medium
2023-03-04 14:00:00,Railway Station,1136,49.3,Saturday,0.0,47,31.4,Medium
2023-02-27 11:00:00,Market Square,671,40.4,Monday,0.0,38,24.8,Medium
2023-02-08 11:00:00,Railway Station,893,55.2,Wednesday,0.0,46,27.9,Medium
2023-02-10 04:30:00,Tech Hub,106,68.2,Friday,0.0,28,17.0,Low
2023-01-09 14:30:00,Airport Road,1526,51.7,Monday,0.0,38,23.5,Medium
2023-02-28 10:30:00,Bus Stand,1283,26.4,Tuesday,0.0,20,25.2,Medium
2023-01-25 04:30:00,Railway Station,136,63.0,Wednesday,0.0,35,13.4,Low
2023-01-29 07:30:00,Airport Road,810,70.1,Sunday,0.0,14,19.4,Medium
2023-01-06 16:30:00,City Center,1118,43.5,Friday,0.0,32,26.2,Medium
2023-01-24 04:00:00,Tech Hub,80,66.8,Tuesday,0.0,40,13.4,Low
2023-02-15 10:00:00,Airport Road,1953,46.8,Wednesday,0.0,29,25.4,Medium
2023-01-03 13:00:00,School Zone,399,19.8,Tuesday,0.0,18,23.7,High
2023-02-19 19:00:00,IT Park,785,50.6,Sunday,0.0,23,26.3,Medium
2023-03-09 04:00:00,IT Park,97,57.8,Thursday,0.0,35,24.7,Low
2023-02-16 15:00:00,Railway Station,930,51.6,Thursday,0.0,24,27.3,Medium
2023-02-12 13:00:00,Railway Station,1051,47.9,Sunday,0.0,23,27.3,Medium
2023-02-09 03:30:00,Bus Stand,83,41.4,Thursday,3.94,47,15.8,Low
2023-02-27 13:00:00,Market Square,845,30.2,Monday,0.0,35,28.8,Medium
2023-02-23 21:00:00,Bus Stand,436,47.2,Thursday,0.0,24,22.0,Medium
2023-01-03 15:30:00,Tech Hub,569,57.5,Tuesday,0.0,17,24.2,Medium
2023-03-07 17:30:00,City Center,1342,43.7,Tuesday,0.0,39,33.0,Medium
2023-02-15 14:30:00,IT Park,1029,45.2,Wednesday,0.0,10,26.9,Medium
2023-01-29 05:00:00,Railway Station,203,56.1,Sunday,0.0,24,17.1,Low
2023-01-21 08:00:00,Hospital Road,413,36.8,Saturday,0.0,32,20.5,Medium
2023-01-18 13:30:00,City Center,1323,40.4,Wednesday,0.0,45,25.0,Medium
2023-01-22 04:00:00,School Zone,27,24.4,Sunday,0.0,44,13.7,Low
2023-01-18 12:30:00,Market Square,774,34.3,Wednesday,0.0,16,24.5,Medium
2023-03-02 22:00:00,Airport Road,475,61.4,Thursday,0.0,14,27.5,Medium
2023-01-28 08:30:00,IT Park,619,49.6,Saturday,0.0,41,23.1,Medium
2023-02-26 20:00:00,Tech Hub,682,59.9,Sunday,0.0,38,26.4,Medium
2023-01-29 14:00:00,Railway Station,992,50.7,Sunday,0.0,30,26.2,Medium
2023-02-24 07:00:00,Railway Station,810,63.0,Friday,0.0,36,23.9,Medium
2023-01-25 00:00:00,Airport Road,164,67.1,Wednesday,0.0,16,16.9,Low
2023-03-14 04:30:00,Airport Road,138,73.5,Tuesday,0.0,19,23.2,Low
2023-02-11 17:30:00,Market Square,849,30.5,Saturday,0.0,42,28.7,Medium
2023-02-15 18:30:00,Bus Stand,1194,25.7,Wednesday,0.0,47,26.5,Medium
2023-02-08 00:30:00,School Zone,37,23.3,Wednesday,0.0,21,19.4,Low
2023-01-17 07:30:00,Market Square,501,35.7,Tuesday,0.0,24,21.0,Medium
2023-01-12 19:30:00,Railway Station,1800,30.0,Thursday,0.0,46,22.4,Medium
2023-01-15 07:30:00,IT Park,578,45.8,Sunday,0.0,13,20.0,Medium
2023-03-06 04:30:00,School Zone,30,24.2,Monday,0.0,13,23.2,Low
2023-01-05 19:30:00,Tech Hub,1528,34.4,Thursday,0.0,40,23.2,Medium
2023-03-10 04:00:00,Tech Hub,113,68.2,Friday,0.0,41,22.8,Low
2023-02-18 16:00:00,Market Square,570,34.0,Saturday,0.0,44,26.8,Medium
2023-02-08 20:00:00,School Zone,333,19.9,Wednesday,0.0,44,24.2,High
2023-02-02 07:00:00,IT Park,1009,47.0,Thursday,0.0,22,21.9,Medium
2023-03-10 16:30:00,Market Square,677,31.5,Friday,0.0,16,32.6,Medium
2023-01-25 01:30:00,Bus Stand,58,47.2,Wednesday,0.0,42,15.4,Low
2023-01-17 08:30:00,Railway Station,1800,30.9,Tuesday,0.0,22,21.6,Medium
2023-02-25 06:00:00,Tech Hub,266,62.1,Saturday,0.0,18,24.2,Low
2023-01-22 16:30:00,Tech Hub,816,57.8,Sunday,0.0,21,25.0,Medium
2023-02-01 19:00:00,Bus Stand,1101,34.5,Wednesday,0.0,18,24.6,Medium
2023-02-16 04:00:00,School Zone,39,23.1,Thursday,0.0,24,16.6,Low
2023-01-19 20:00:00,Tech Hub,1289,42.5,Thursday,0.0,25,21.6,Medium
2023-03-06 22:30:00,Tech Hub,341,68.2,Monday,0.0,28,27.1,Medium
2023-02-03 10:00:00,School Zone,594,14.0,Friday,0.0,24,27.0,High
2023-03-12 13:30:00,School Zone,466,17.0,Sunday,0.0,36,32.5,High
2023-03-08 12:00:00,Bus Stand,899,40.3,Wednesday,0.0,27,33.7,Medium
2023-03-07 00:00:00,IT Park,64,49.2,Tuesday,0.0,44,23.5,Low
2023-01-19 23:30:00,Railway Station,220,63.0,Thursday,0.0,32,17.5,Low
2023-01-14 19:00:00,Bus Stand,863,42.0,Saturday,0.0,28,23.2,Medium
2023-02-17 09:30:00,City Center,1816,33.0,Friday,0.0,37,27.6,Medium
2023-03-14 21:00:00,School Zone,204,23.1,Tuesday,0.0,31,28.8,Medium
2023-02-08 01:00:00,Airport Road,133,73.5,Wednesday,0.0,34,17.4,Low
2023-01-17 22:30:00,Hospital Road,200,34.6,Tuesday,0.0,45,20.5,Low
2023-01-20 08:30:00,School Zone,494,15.8,Friday,0.0,36,20.1,High
2023-03-10 02:30:00,Market Square,72,42.0,Friday,0.0,25,22.8,Low
2023-01-04 22:00:00,IT Park,237,51.1,Wednesday,0.0,41,20.2,Low
2023-01-22 18:30:00,City Center,1141,34.4,Sunday,0.0,45,24.7,Medium
2023-01-28 06:00:00,Bus Stand,314,46.9,Saturday,0.0,34,19.7,Medium
2023-01-10 15:00:00,Railway Station,880,57.7,Tuesday,0.0,22,24.6,Medium
2023-01-07 21:00:00,Old Town,219,28.8,Saturday,0.0,14,20.5,Medium
2023-01-13 14:00:00,Old Town,352,29.5,Friday,0.0,24,23.2,Medium
2023-03-01 09:30:00,Old Town,726,14.0,Wednesday,0.0,43,30.0,High
2023-03-06 04:30:00,Old Town,55,29.0,Monday,0.0,36,25.3,Low
2023-02-26 12:00:00,Railway Station,1191,48.7,Sunday,0.0,30,29.7,Medium
2023-03-10 15:30:00,School Zone,277,21.5,Friday,0.0,21,35.2,Medium
2023-01-30 10:30:00,Market Square,1200,26.3,Monday,0.0,35,25.0,Medium
2023-02-13 03:30:00,City Center,89,50.7,Monday,0.0,29,17.5,Low
2023-03-10 18:30:00,Bus Stand,1048,28.7,Friday,0.0,38,33.5,Medium
2023-01-31 04:00:00,City Center,111,47.6,Tuesday,0.0,32,14.5,Low
2023-01-30 03:00:00,City Center,125,49.0,Monday,0.0,26,15.7,Low
2023-03-07 16:30:00,Railway Station,1003,59.8,Tuesday,0.0,12,34.4,Medium
2023-02-19 07:00:00,Railway Station,354,63.0,Sunday,0.0,45,25.3,Medium
2023-02-12 23:30:00,Market Square,140,41.0,Sunday,0.0,39,21.2,Low
2023-01-23 16:30:00,Market Square,726,32.6,Monday,0.0,18,24.3,Medium
2023-01-16 04:30:00,IT Park,96,55.5,Monday,0.0,22,14.0,Low
2023-01-02 06:30:00,City Center,755,48.0,Monday,0.0,28,20.7,Medium
2023-02-20 18:00:00,Old Town,637,22.8,Monday,0.0,46,28.6,Medium
2023-03-13 00:00:00,Tech Hub,85,63.6,Monday,0.0,42,23.6,Low
2023-02-15 20:00:00,Airport Road,1545,53.1,Wednesday,0.0,41,22.5,Medium
2023-01-14 13:00:00,Railway Station,1310,46.9,Saturday,0.0,33,24.8,Medium
2023-03-02 14:30:00,Airport Road,1329,51.9,Thursday,0.0,45,32.9,Medium
2023-02-06 15:00:00,City Center,1349,41.8,Monday,0.0,20,28.1,Medium
2023-02-03 20:00:00,IT Park,1102,34.9,Friday,0.0,11,25.8,Medium
2023-02-05 04:00:00,Airport Road,139,72.8,Sunday,0.0,16,18.3,Low
2023-02-09 09:00:00,Bus Stand,1141,32.6,Thursday,0.0,46,25.3,Medium
2023-03-01 12:30:00,Airport Road,1201,55.8,Wednesday,0.0,16,34.1,Medium
2023-03-08 04:30:00,City Center,107,45.5,Wednesday,6.54,82,21.6,Low
2023-02-06 03:30:00,Old Town,39,30.0,Monday,0.0,43,16.5,Low
2023-01-07 07:00:00,Railway Station,610,63.0,Saturday,0.0,39,18.9,Medium
2023-01-18 11:30:00,Market Square,696,30.8,Wednesday,0.0,17,23.1,Medium
2023-01-08 14:30:00,IT Park,918,42.8,Sunday,0.0,49,24.2,Medium
2023-03-01 13:00:00,City Center,1404,38.8,Wednesday,0.0,31,36.3,Medium
2023-03-01 17:00:00,Market Square,1059,27.0,Wednesday,0.0,34,32.2,Medium
2023-01-02 20:30:00,Market Square,898,30.9,Monday,0.0,11,22.2,Medium
2023-02-12 23:00:00,Bus Stand,126,47.2,Sunday,0.0,21,20.3,Low
2023-02-27 00:30:00,Airport Road,130,70.0,Monday,0.0,48,18.5,Low
2023-02-01 04:30:00,Airport Road,130,68.5,Wednesday,0.0,44,18.9,Low
2023-01-13 02:00:00,Railway Station,84,57.9,Friday,0.0,38,16.2,Low
2023-03-12 12:30:00,Railway Station,883,51.8,Sunday,0.0,17,34.4,Medium
2023-03-06 10:30:00,IT Park,946,43.2,Monday,0.0,48,31.3,Medium
2023-02-24 00:00:00,Hospital Road,58,33.1,Friday,0.0,15,17.8,Low
2023-02-13 00:00:00,Bus Stand,108,45.0,Monday,0.0,23,17.8,Low
